Quantify Compound Summary Report 

Printed Fri Apr 20 12:29:11 2012

Compound 1:  L-histidine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
65	65	S02CAL3_A1	Calibration	Standard	4.040	1.49	30587	143892	0.125	bb	3.3	-19.0	13-Apr-12	18:06:47	Batch02_009
64	64	S02CAL2_A1	Calibration	Standard	2.020	1.48	27619	143455	0.114	bb	1.7	-15.4	13-Apr-12	18:17:12	Batch02_010
62	62	S02CAL0_A1	Calibration	Standard	0.000	1.49	24558	143121	0.101	bb	0.1		13-Apr-12	18:27:37	Batch02_011
67	67	S02CAL5_A1	Calibration	Standard	16.180	1.49	50602	138091	0.216	bb	15.3	-5.6	13-Apr-12	18:38:02	Batch02_012
82	82	S02QC_B1	QC	QC	0.000	1.49	28041	146372	0.113	bb	1.6		13-Apr-12	18:48:27	Batch02_013
59	59	S02Blank_B1	Blank	Solvent		1.47	233	2	85.168	bb	11249.3		13-Apr-12	18:58:52	Batch02_014
83	83	S02QC_B2	QC	QC	0.000	1.50	26048	141369	0.109	bb	1.1		13-Apr-12	19:09:17	Batch02_015
44	44	S0117_A1	S71-3mnd-10	Analyte		1.49	29375	144066	0.120	bb	2.6		13-Apr-12	19:19:46	Batch02_016
42	42	S0115_A1	S71-M1-10	Analyte		1.48	26019	143837	0.107	bb	0.8		13-Apr-12	19:30:14	Batch02_017
43	43	S0116_A1	S71-M2-10	Analyte		1.48	21882	145951	0.088	bbI	0.0		13-Apr-12	19:40:39	Batch02_018
48	48	S0128_A1	S49-3mnd-0	Analyte		1.50	22420	147388	0.090	bbI	0.0		13-Apr-12	19:51:04	Batch02_019
46	46	S0126_A1	S41-3mnd-0	Analyte		1.49	22779	146027	0.092	bbI	0.0		13-Apr-12	20:01:30	Batch02_020
3	3	S0003_A1	S1-3mnd-10	Analyte		1.49	22263	146740	0.090	bbI	0.0		13-Apr-12	20:11:55	Batch02_021
29	29	S0052_B1	S38-M1-10	Analyte		1.49	28611	145511	0.116	bb	2.0		13-Apr-12	20:22:20	Batch02_022
2	2	S0002_A1	S1-M2-10	Analyte		1.50	21852	143434	0.090	bbI	0.0		13-Apr-12	20:32:45	Batch02_023
1	1	S0001_A1	S1-M1-10	Analyte		1.50	21296	144101	0.087	bbI	0.0		13-Apr-12	20:43:10	Batch02_024
84	84	S02QC_C1	QC	QC	0.000	1.49	23970	138927	0.102	bb	0.1		13-Apr-12	20:53:36	Batch02_025
10	10	S0008_B1	S8-M2-10	Analyte		1.49	16480	147572	0.066	bbI	0.0		13-Apr-12	21:04:01	Batch02_026
16	16	S0026_A1	S17-M2-10	Analyte		1.50	26882	144163	0.110	bb	1.2		13-Apr-12	21:14:27	Batch02_027
15	15	S0024_B1	S24-3mnd-10	Analyte		1.50	22845	151021	0.089	bbI	0.0		13-Apr-12	21:24:53	Batch02_028
17	17	S0027_A1	S17-3mnd-10	Analyte		1.50	26491	146261	0.107	bb	0.8		13-Apr-12	21:35:18	Batch02_029
20	20	S0030_A1	S19-3mnd-10	Analyte		1.51	22111	148793	0.088	bbI	0.0		13-Apr-12	21:45:43	Batch02_030
18	18	S0028_A1	S19-M1-10	Analyte		1.51	25706	148968	0.102	bb	0.2		13-Apr-12	21:56:08	Batch02_031
19	19	S0029_A1	S19-M2-10	Analyte		1.50	21391	147036	0.086	bbI	0.0		13-Apr-12	22:06:33	Batch02_032
55	55	S0139_A1	C7-10	Analyte		1.51	25265	144740	0.103	bb	0.3		13-Apr-12	22:16:58	Batch02_033
54	54	S0138_A1	C6-10	Analyte		1.49	24381	147547	0.097	bbI	0.0		13-Apr-12	22:27:23	Batch02_034
85	85	S02QC_C2	QC	QC	0.000	1.50	24359	139757	0.103	bb	0.3		13-Apr-12	22:37:48	Batch02_035
4	4	S0004_A1	S3-M1-10	Analyte		1.50	28047	146365	0.113	bb	1.6		13-Apr-12	22:48:13	Batch02_036
6	6	S0006_A1	S3-3mnd-10	Analyte		1.52	29682	144639	0.121	bb	2.7		13-Apr-12	22:58:38	Batch02_037
5	5	S0005_A1	S3-M2-10	Analyte		1.50	24354	150164	0.096	bbI	0.0		13-Apr-12	23:09:03	Batch02_038
56	56	S0140_B1	C8-10	Analyte		1.50	32676	144685	0.133	bb	4.3		13-Apr-12	23:19:28	Batch02_039
21	21	S0031_A1	S29-M1-10	Analyte		1.51	28521	144681	0.116	bb	2.1		13-Apr-12	23:29:54	Batch02_040
22	22	S0032_A1	S29-M2-10	Analyte		1.50	24199	146347	0.098	bbI	0.0		13-Apr-12	23:40:19	Batch02_041
23	23	S0033_A1	S29-3mnd-10	Analyte		1.52	25826	144085	0.106	bb	0.7		13-Apr-12	23:50:44	Batch02_042
51	51	S0130_A1	S55-3mnd-0	Analyte		1.51	22331	142658	0.092	bbI	0.0		14-Apr-12	00:01:09	Batch02_043
45	45	S0120_A1	S23-3mnd-0	Analyte		1.51	24974	146395	0.101	bbI	0.0		14-Apr-12	00:11:34	Batch02_044
7	7	S0006_B1	S3-3mnd-10	Analyte		1.49	32564	147742	0.130	bb	3.9		14-Apr-12	00:21:59	Batch02_045
86	86	S02QC_D1	QC	QC	0.000	1.50	26125	148541	0.104	bb	0.4		14-Apr-12	00:32:24	Batch02_046
37	37	S0087_A1	S59-3mnd-10	Analyte		1.50	21658	145655	0.088	bbI	0.0		14-Apr-12	00:42:49	Batch02_047
36	36	S0086_A1	S59-M2-10	Analyte		1.49	21250	146241	0.086	bbI	0.0		14-Apr-12	00:53:14	Batch02_048
35	35	S0085_A1	S59-M1-10	Analyte		1.50	22610	148966	0.090	bbI	0.0		14-Apr-12	01:03:39	Batch02_049
41	41	S0102_A1	S65-3mnd-10	Analyte		1.50	20984	149026	0.083	bbI	0.0		14-Apr-12	01:14:04	Batch02_050
40	40	S0101_A1	S65-M2-10	Analyte		1.51	19413	144686	0.079	bbI	0.0		14-Apr-12	01:24:29	Batch02_051
38	38	S0100_A1	S65-M1-10	Analyte		1.51	24474	146102	0.099	bbI	0.0		14-Apr-12	01:34:54	Batch02_052
52	52	S0132_A1	S57-3mnd-0	Analyte		1.51	26648	146941	0.107	bb	0.8		14-Apr-12	01:45:19	Batch02_053
26	26	S0047_A1	S34-M2-10	Analyte		1.50	22631	146314	0.091	bbI	0.0		14-Apr-12	01:55:45	Batch02_054
25	25	S0046_A1	S34-M1-10	Analyte		1.51	27110	150277	0.106	bb	0.8		14-Apr-12	02:06:10	Batch02_055
27	27	S0048_A1	S34-3mnd-10	Analyte		1.52	23978	148408	0.095	bbI	0.0		14-Apr-12	02:16:35	Batch02_056
87	87	S02QC_D2	QC	QC	0.000	1.50	25187	146492	0.101	bb	0.1		14-Apr-12	02:27:01	Batch02_057
57	57	S0144_A1	C12-10	Analyte		1.51	26576	147702	0.106	bb	0.7		14-Apr-12	02:37:26	Batch02_058
39	39	S0100_B1	S65-M1-10	Analyte		1.51	27041	149687	0.107	bb	0.8		14-Apr-12	02:47:51	Batch02_059
47	47	S0127_A1	S42-3mnd-0	Analyte		1.50	22172	149680	0.087	bbI	0.0		14-Apr-12	02:58:16	Batch02_060
11	11	S0009_A1	S8-3mnd-10	Analyte		1.50	22994	147767	0.092	bbI	0.0		14-Apr-12	03:08:41	Batch02_061
8	8	S0007_A1	S8-M1-10	Analyte		1.50	21825	145385	0.089	bbI	0.0		14-Apr-12	03:19:06	Batch02_062
9	9	S0008_A1	S8-M2-10	Analyte		1.49	14981	146922	0.060	bbI	0.0		14-Apr-12	03:29:32	Batch02_063
50	50	S0129_A1	S53-3mnd-0	Analyte		1.50	22013	150890	0.086	bbI	0.0		14-Apr-12	03:39:57	Batch02_064
32	32	S0070_A1	S48-M1-10	Analyte		1.49	28649	141125	0.120	bb	2.5		14-Apr-12	03:50:22	Batch02_065
33	33	S0071_A1	S48-M2-10	Analyte		1.50	23344	146631	0.094	bbI	0.0		14-Apr-12	04:00:47	Batch02_066
34	34	S0072_A1	S48-3mnd-10	Analyte		1.50	21795	149196	0.086	bbI	0.0		14-Apr-12	04:11:12	Batch02_067
88	88	S02QC_E1	QC	QC	0.000	1.49	25531	147203	0.102	bb	0.2		14-Apr-12	04:21:37	Batch02_068
12	12	S0016_A1	S12-M1-10	Analyte		1.50	25569	140199	0.108	bb	0.9		14-Apr-12	04:32:02	Batch02_069
24	24	S0035_B1	S30-M2-10	Analyte		1.50	17024	145975	0.069	bbI	0.0		14-Apr-12	04:42:27	Batch02_070
13	13	S0017_A1	S12-M2-10	Analyte		1.50	21975	144381	0.090	bbI	0.0		14-Apr-12	04:52:52	Batch02_071
14	14	S0018_A1	S12-3mnd-10	Analyte		1.51	26957	141884	0.112	bb	1.5		14-Apr-12	05:03:17	Batch02_072
53	53	S0137_B1	C5-10	Analyte		1.50	33683	145296	0.137	bb	4.8		14-Apr-12	05:13:42	Batch02_073
30	30	S0053_A1	S38-M2-10	Analyte		1.49	23654	141555	0.099	bbI	0.0		14-Apr-12	05:24:08	Batch02_074
28	28	S0052_A1	S38-M1-10	Analyte		1.49	27118	145879	0.110	bb	1.2		14-Apr-12	05:34:32	Batch02_075
31	31	S0054_A1	S38-3mnd-10	Analyte		1.49	24654	140009	0.104	bb	0.4		14-Apr-12	05:44:57	Batch02_076
49	49	S0128_B1	S49-3mnd-0	Analyte		1.50	24028	150352	0.094	bbI	0.0		14-Apr-12	05:55:22	Batch02_077
89	89	S02QC_F1	QC	QC	0.000	1.50	25354	151775	0.099	bbI	0.0		14-Apr-12	06:05:47	Batch02_078
60	60	S02Blank_C1	Blank	Solvent		1.50	21			bb			14-Apr-12	06:16:12	Batch02_079
90	90	S02QC_F2	QC	QC	0.000	1.49	24839	150575	0.097	bbI	0.0		14-Apr-12	06:26:37	Batch02_080
73	73	S02CAL2_A2	Calibration	Standard	2.020	1.50	27768	147654	0.111	bb	1.4	-32.6	14-Apr-12	06:37:02	Batch02_081
78	78	S02CAL7_A2	Calibration	Standard	64.710	1.50	139571	137551	0.599	bb	65.9	1.8	14-Apr-12	06:47:28	Batch02_082
76	76	S02CAL5_A2	Calibration	Standard	16.180	1.50	53399	145599	0.216	bb	15.3	-5.4	14-Apr-12	06:57:53	Batch02_083
75	75	S02CAL4_A2	Calibration	Standard	8.090	1.50	39116	147188	0.157	bb	7.4	-8.2	14-Apr-12	07:08:18	Batch02_084
79	79	S02CAL8_A2	Calibration	Standard	129.420	1.50	266446	144487	1.088	bb	130.6	0.9	14-Apr-12	07:18:43	Batch02_085
77	77	S02CAL6_A2	Calibration	Standard	32.350	1.50	80686	134628	0.354	bb	33.4	3.4	14-Apr-12	07:29:08	Batch02_086
74	74	S02CAL3_A2	Calibration	Standard	4.040	1.50	31474	151027	0.123	bb	2.9	-27.0	14-Apr-12	07:39:33	Batch02_087
72	72	S02CAL1_A2	Calibration	Standard	1.010	1.50	25453	137052	0.110	bb	1.2	16.7	14-Apr-12	07:49:59	Batch02_088
71	71	S02CAL0_A2	Calibration	Standard	0.000	1.50	25407	145843	0.103	bb	0.3		14-Apr-12	08:00:24	Batch02_089
91	91	S02QC_G1	QC	QC	0.000	1.49	25959	147728	0.104	bb	0.4		14-Apr-12	08:10:49	Batch02_090
61	61	S02Blank_D1	Blank	Solvent		1.53	15	4	2.171	bb	273.7		14-Apr-12	08:21:14	Batch02_091
92	92	S02QC_G2	QC	QC	0.000	1.48	25149	145221	0.102	bb	0.2		14-Apr-12	08:31:39	Batch02_092

Compound 2:  L-4-hydroxy-proline

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
93	93	S02SST_A1	SST	Analyte		1.33	12	144334	0.000	bbI	0.0		13-Apr-12	15:51:18	Batch02_000
94	94	S02SST_A2	SST	Analyte				147515					13-Apr-12	16:01:46	Batch02_000
95	95	S02SST_A3	SST	Analyte				147961					13-Apr-12	16:12:12	Batch02_000
96	96	S02SST_A4	SST	Analyte		1.32	37	152661	0.000	bbI	0.0		13-Apr-12	16:22:37	Batch02_000
97	97	S02SST_A5	SST	Analyte				148868					13-Apr-12	16:33:02	Batch02_000
80	80	S02QC_A1	QC	QC	0.000	1.41	17996	136115	0.078	bb	0.1		13-Apr-12	16:43:27	Batch02_001
58	58	S02Blank_A1	Blank	Solvent		1.35	8	2	1.951	bb	28.3		13-Apr-12	16:53:52	Batch02_002
81	81	S02QC_A2	QC	QC	0.000	1.41	17483	137902	0.075	bb	0.1		13-Apr-12	17:04:17	Batch02_003
70	70	S02CAL8_A1	Calibration	Standard	47.700	1.40	775980	134380	3.407	bb	50.1	5.1	13-Apr-12	17:14:42	Batch02_004
69	69	S02CAL7_A1	Calibration	Standard	23.850	1.41	369323	132360	1.646	bb	23.7	-0.7	13-Apr-12	17:25:07	Batch02_005
63	63	S02CAL1_A1	Calibration	Standard	0.370	1.40	21268	127664	0.098	bb	0.4	15.3	13-Apr-12	17:35:32	Batch02_006
68	68	S02CAL6_A1	Calibration	Standard	11.920	1.40	185185	131376	0.832	bb	11.4	-4.0	13-Apr-12	17:45:57	Batch02_007
66	66	S02CAL4_A1	Calibration	Standard	2.980	1.41	60760	139475	0.257	bb	2.8	-5.7	13-Apr-12	17:56:22	Batch02_008
65	65	S02CAL3_A1	Calibration	Standard	1.490	1.41	38719	143892	0.159	bb	1.3	-10.4	13-Apr-12	18:06:47	Batch02_009
64	64	S02CAL2_A1	Calibration	Standard	0.750	1.41	29254	143455	0.120	bb	0.8	1.0	13-Apr-12	18:17:12	Batch02_010
62	62	S02CAL0_A1	Calibration	Standard	0.000	1.41	18988	143121	0.078	bb	0.1		13-Apr-12	18:27:37	Batch02_011
67	67	S02CAL5_A1	Calibration	Standard	5.960	1.41	101893	138091	0.435	bb	5.5	-7.9	13-Apr-12	18:38:02	Batch02_012
82	82	S02QC_B1	QC	QC	0.000	1.41	20873	146372	0.084	bb	0.2		13-Apr-12	18:48:27	Batch02_013
59	59	S02Blank_B1	Blank	Solvent		1.42	12	2	4.570	bb	67.6		13-Apr-12	18:58:52	Batch02_014
83	83	S02QC_B2	QC	QC	0.000	1.41	20044	141369	0.084	bb	0.2		13-Apr-12	19:09:17	Batch02_015
44	44	S0117_A1	S71-3mnd-10	Analyte		1.41	19602	144066	0.080	bb	0.2		13-Apr-12	19:19:46	Batch02_016
42	42	S0115_A1	S71-M1-10	Analyte		1.41	22873	143837	0.094	bb	0.4		13-Apr-12	19:30:14	Batch02_017
43	43	S0116_A1	S71-M2-10	Analyte		1.41	12762	145951	0.052	bbI	0.0		13-Apr-12	19:40:39	Batch02_018
48	48	S0128_A1	S49-3mnd-0	Analyte		1.41	38688	147388	0.155	bb	1.3		13-Apr-12	19:51:04	Batch02_019
46	46	S0126_A1	S41-3mnd-0	Analyte		1.41	22049	146027	0.089	bb	0.3		13-Apr-12	20:01:30	Batch02_020
3	3	S0003_A1	S1-3mnd-10	Analyte		1.40	9576	146740	0.039	bbI	0.0		13-Apr-12	20:11:55	Batch02_021
29	29	S0052_B1	S38-M1-10	Analyte		1.41	19330	145511	0.078	bb	0.1		13-Apr-12	20:22:20	Batch02_022
2	2	S0002_A1	S1-M2-10	Analyte		1.42	10736	143434	0.044	bbI	0.0		13-Apr-12	20:32:45	Batch02_023
1	1	S0001_A1	S1-M1-10	Analyte		1.41	24623	144101	0.101	bb	0.5		13-Apr-12	20:43:10	Batch02_024
84	84	S02QC_C1	QC	QC	0.000	1.41	17832	138927	0.076	bb	0.1		13-Apr-12	20:53:36	Batch02_025
10	10	S0008_B1	S8-M2-10	Analyte		1.41	14788	147572	0.059	bbI	0.0		13-Apr-12	21:04:01	Batch02_026
16	16	S0026_A1	S17-M2-10	Analyte		1.42	38708	144163	0.158	bb	1.3		13-Apr-12	21:14:27	Batch02_027
15	15	S0024_B1	S24-3mnd-10	Analyte		1.42	18811	151021	0.073	bb	0.1		13-Apr-12	21:24:53	Batch02_028
17	17	S0027_A1	S17-3mnd-10	Analyte		1.42	27125	146261	0.109	bb	0.6		13-Apr-12	21:35:18	Batch02_029
20	20	S0030_A1	S19-3mnd-10	Analyte		1.42	18343	148793	0.073	bb	0.0		13-Apr-12	21:45:43	Batch02_030
18	18	S0028_A1	S19-M1-10	Analyte		1.42	26974	148968	0.107	bb	0.6		13-Apr-12	21:56:08	Batch02_031
19	19	S0029_A1	S19-M2-10	Analyte		1.42	11519	147036	0.046	bbI	0.0		13-Apr-12	22:06:33	Batch02_032
55	55	S0139_A1	C7-10	Analyte		1.43	17612	144740	0.072	bb	0.0		13-Apr-12	22:16:58	Batch02_033
54	54	S0138_A1	C6-10	Analyte		1.42	12754	147547	0.051	bbI	0.0		13-Apr-12	22:27:23	Batch02_034
85	85	S02QC_C2	QC	QC	0.000	1.42	17888	139757	0.076	bb	0.1		13-Apr-12	22:37:48	Batch02_035
4	4	S0004_A1	S3-M1-10	Analyte		1.41	23319	146365	0.094	bb	0.4		13-Apr-12	22:48:13	Batch02_036
6	6	S0006_A1	S3-3mnd-10	Analyte		1.42	28246	144639	0.115	bb	0.7		13-Apr-12	22:58:38	Batch02_037
5	5	S0005_A1	S3-M2-10	Analyte		1.42	16556	150164	0.065	bbI	0.0		13-Apr-12	23:09:03	Batch02_038
56	56	S0140_B1	C8-10	Analyte		1.42	12377	144685	0.050	bbI	0.0		13-Apr-12	23:19:28	Batch02_039
21	21	S0031_A1	S29-M1-10	Analyte		1.42	19414	144681	0.079	bb	0.1		13-Apr-12	23:29:54	Batch02_040
22	22	S0032_A1	S29-M2-10	Analyte		1.42	27740	146347	0.112	bb	0.6		13-Apr-12	23:40:19	Batch02_041
23	23	S0033_A1	S29-3mnd-10	Analyte		1.42	26669	144085	0.109	bb	0.6		13-Apr-12	23:50:44	Batch02_042
51	51	S0130_A1	S55-3mnd-0	Analyte		1.42	18777	142658	0.078	bb	0.1		14-Apr-12	00:01:09	Batch02_043
45	45	S0120_A1	S23-3mnd-0	Analyte		1.42	19774	146395	0.080	bb	0.1		14-Apr-12	00:11:34	Batch02_044
7	7	S0006_B1	S3-3mnd-10	Analyte		1.41	31487	147742	0.126	bb	0.8		14-Apr-12	00:21:59	Batch02_045
86	86	S02QC_D1	QC	QC	0.000	1.43	18967	148541	0.075	bb	0.1		14-Apr-12	00:32:24	Batch02_046
37	37	S0087_A1	S59-3mnd-10	Analyte		1.43	17386	145655	0.070	bb	0.0		14-Apr-12	00:42:49	Batch02_047
36	36	S0086_A1	S59-M2-10	Analyte		1.41	14828	146241	0.060	bbI	0.0		14-Apr-12	00:53:14	Batch02_048
35	35	S0085_A1	S59-M1-10	Analyte		1.43	26392	148966	0.105	bb	0.5		14-Apr-12	01:03:39	Batch02_049
41	41	S0102_A1	S65-3mnd-10	Analyte		1.43	14898	149026	0.059	bbI	0.0		14-Apr-12	01:14:04	Batch02_050
40	40	S0101_A1	S65-M2-10	Analyte		1.42	9878	144686	0.040	bbI	0.0		14-Apr-12	01:24:29	Batch02_051
38	38	S0100_A1	S65-M1-10	Analyte		1.43	20582	146102	0.083	bb	0.2		14-Apr-12	01:34:54	Batch02_052
52	52	S0132_A1	S57-3mnd-0	Analyte		1.42	19345	146941	0.078	bb	0.1		14-Apr-12	01:45:19	Batch02_053
26	26	S0047_A1	S34-M2-10	Analyte		1.42	11380	146314	0.046	bbI	0.0		14-Apr-12	01:55:45	Batch02_054
25	25	S0046_A1	S34-M1-10	Analyte		1.42	48234	150277	0.189	bb	1.8		14-Apr-12	02:06:10	Batch02_055
27	27	S0048_A1	S34-3mnd-10	Analyte		1.43	14691	148408	0.058	bbI	0.0		14-Apr-12	02:16:35	Batch02_056
87	87	S02QC_D2	QC	QC	0.000	1.42	18794	146492	0.076	bb	0.1		14-Apr-12	02:27:01	Batch02_057
57	57	S0144_A1	C12-10	Analyte		1.42	21315	147702	0.085	bb	0.2		14-Apr-12	02:37:26	Batch02_058
39	39	S0100_B1	S65-M1-10	Analyte		1.43	23161	149687	0.091	bb	0.3		14-Apr-12	02:47:51	Batch02_059
47	47	S0127_A1	S42-3mnd-0	Analyte		1.43	17510	149680	0.069	bbI	0.0		14-Apr-12	02:58:16	Batch02_060
11	11	S0009_A1	S8-3mnd-10	Analyte		1.41	14217	147767	0.057	bbI	0.0		14-Apr-12	03:08:41	Batch02_061
8	8	S0007_A1	S8-M1-10	Analyte		1.42	30903	145385	0.125	bb	0.8		14-Apr-12	03:19:06	Batch02_062
9	9	S0008_A1	S8-M2-10	Analyte		1.41	13065	146922	0.052	bbI	0.0		14-Apr-12	03:29:32	Batch02_063
50	50	S0129_A1	S53-3mnd-0	Analyte		1.42	11799	150890	0.046	bbI	0.0		14-Apr-12	03:39:57	Batch02_064
32	32	S0070_A1	S48-M1-10	Analyte		1.41	17681	141125	0.074	bb	0.1		14-Apr-12	03:50:22	Batch02_065
33	33	S0071_A1	S48-M2-10	Analyte		1.42	11670	146631	0.047	bbI	0.0		14-Apr-12	04:00:47	Batch02_066
34	34	S0072_A1	S48-3mnd-10	Analyte		1.42	15947	149196	0.063	bbI	0.0		14-Apr-12	04:11:12	Batch02_067
88	88	S02QC_E1	QC	QC	0.000	1.41	18752	147203	0.075	bb	0.1		14-Apr-12	04:21:37	Batch02_068
12	12	S0016_A1	S12-M1-10	Analyte		1.41	17566	140199	0.074	bb	0.1		14-Apr-12	04:32:02	Batch02_069
24	24	S0035_B1	S30-M2-10	Analyte		1.41	14797	145975	0.060	bbI	0.0		14-Apr-12	04:42:27	Batch02_070
13	13	S0017_A1	S12-M2-10	Analyte		1.41	10619	144381	0.043	bbI	0.0		14-Apr-12	04:52:52	Batch02_071
14	14	S0018_A1	S12-3mnd-10	Analyte		1.42	15943	141884	0.066	bbI	0.0		14-Apr-12	05:03:17	Batch02_072
53	53	S0137_B1	C5-10	Analyte		1.42	13973	145296	0.057	bbI	0.0		14-Apr-12	05:13:42	Batch02_073
30	30	S0053_A1	S38-M2-10	Analyte		1.41	14864	141555	0.062	bbI	0.0		14-Apr-12	05:24:08	Batch02_074
28	28	S0052_A1	S38-M1-10	Analyte		1.41	17262	145879	0.070	bbI	0.0		14-Apr-12	05:34:32	Batch02_075
31	31	S0054_A1	S38-3mnd-10	Analyte		1.41	12664	140009	0.053	bbI	0.0		14-Apr-12	05:44:57	Batch02_076
49	49	S0128_B1	S49-3mnd-0	Analyte		1.41	40749	150352	0.160	bb	1.4		14-Apr-12	05:55:22	Batch02_077
89	89	S02QC_F1	QC	QC	0.000	1.41	17989	151775	0.070	bb	0.0		14-Apr-12	06:05:47	Batch02_078
60	60	S02Blank_C1	Blank	Solvent		1.46	6			bb			14-Apr-12	06:16:12	Batch02_079
90	90	S02QC_F2	QC	QC	0.000	1.41	18225	150575	0.071	bb	0.0		14-Apr-12	06:26:37	Batch02_080
73	73	S02CAL2_A2	Calibration	Standard	0.750	1.41	29411	147654	0.118	bb	0.7	-4.6	14-Apr-12	06:37:02	Batch02_081
78	78	S02CAL7_A2	Calibration	Standard	23.850	1.41	373090	137551	1.600	bb	23.0	-3.6	14-Apr-12	06:47:28	Batch02_082
76	76	S02CAL5_A2	Calibration	Standard	5.960	1.42	104433	145599	0.423	bb	5.3	-11.0	14-Apr-12	06:57:53	Batch02_083
75	75	S02CAL4_A2	Calibration	Standard	2.980	1.42	63159	147188	0.253	bb	2.8	-7.6	14-Apr-12	07:08:18	Batch02_084
79	79	S02CAL8_A2	Calibration	Standard	47.700	1.42	821198	144487	3.353	bb	49.3	3.4	14-Apr-12	07:18:43	Batch02_085
77	77	S02CAL6_A2	Calibration	Standard	11.920	1.42	186913	134628	0.819	bb	11.3	-5.6	14-Apr-12	07:29:08	Batch02_086
74	74	S02CAL3_A2	Calibration	Standard	1.490	1.41	39589	151027	0.155	bb	1.3	-14.5	14-Apr-12	07:39:33	Batch02_087
72	72	S02CAL1_A2	Calibration	Standard	0.370	1.41	21687	137052	0.093	bb	0.4	-4.7	14-Apr-12	07:49:59	Batch02_088
71	71	S02CAL0_A2	Calibration	Standard	0.000	1.41	18575	145843	0.075	bb	0.1		14-Apr-12	08:00:24	Batch02_089
91	91	S02QC_G1	QC	QC	0.000	1.41	19211	147728	0.077	bb	0.1		14-Apr-12	08:10:49	Batch02_090
61	61	S02Blank_D1	Blank	Solvent		1.38	16	4	2.336	bb	34.0		14-Apr-12	08:21:14	Batch02_091
92	92	S02QC_G2	QC	QC	0.000	1.41	19155	145221	0.078	bb	0.1		14-Apr-12	08:31:39	Batch02_092

Compound 3:  o-phosphoethanolamine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
93	93	S02SST_A1	SST	Analyte		1.74	473	144334	0.002	bb	0.1		13-Apr-12	15:51:18	Batch02_000
94	94	S02SST_A2	SST	Analyte		1.72	413	147515	0.002	bb	0.0		13-Apr-12	16:01:46	Batch02_000
95	95	S02SST_A3	SST	Analyte		1.71	450	147961	0.002	bb	0.1		13-Apr-12	16:12:12	Batch02_000
96	96	S02SST_A4	SST	Analyte		1.72	455	152661	0.002	bb	0.1		13-Apr-12	16:22:37	Batch02_000
97	97	S02SST_A5	SST	Analyte		1.71	438	148868	0.002	bb	0.1		13-Apr-12	16:33:02	Batch02_000
80	80	S02QC_A1	QC	QC	0.000	1.69	1238	136115	0.005	bb	0.2		13-Apr-12	16:43:27	Batch02_001
58	58	S02Blank_A1	Blank	Solvent		1.85	7	2	1.797	bb	68.7		13-Apr-12	16:53:52	Batch02_002
81	81	S02QC_A2	QC	QC	0.000	1.68	1199	137902	0.005	bb	0.2		13-Apr-12	17:04:17	Batch02_003
70	70	S02CAL8_A1	Calibration	Standard	109.930	1.67	593874	134380	2.607	bb	111.7	1.7	13-Apr-12	17:14:42	Batch02_004
